marka,model,araba_yasi,kilometre,motor_gucu,fiyat
honda,Civic,13,236080,86,299000
honda,Civic,14,196800,76,250000
honda,Civic,15,194880,86,299000
honda,Civic,16,160200,101,358000
honda,Civic,17,264480,76,250000
honda,Civic,17,178703,101,358000
honda,Civic,18,259520,76,250000
honda,Civic,18,187434,101,358000
honda,Civic,20,182200,60,175000
honda,Civic,20,381600,76,150000
honda,Civic,21,417100,100,195000
honda,Civic,21,147582,60,175000
honda,Civic,21,314568,100,195000
honda,Civic,22,231500,76,178000
honda,Civic,22,392490,76,150000
honda,Civic,23,203232,60,175000
honda,Civic,23,272650,76,178000
honda,Civic,24,341952,100,195000
honda,Civic,3,35000,58,420000
honda,Civic,3,20000,76,570000
honda,Civic,3,21000,86,630000
honda,Civic,4,22000,86,630000
honda,Civic,4,26000,76,570000
honda,Civic,5,30000,58,420000
honda,Civic,5,14000,76,570000
honda,Civic,6,15000,86,630000
honda,Civic,7,24000,58,420000
honda,Civic,7,110000,86,450000
honda,Civic,8,165000,86,370000
honda,Civic,10,170000,76,260000
honda,Civic,10,125000,86,370000
honda,Civic,11,175000,86,350000
honda,Civic,11,165000,76,260000
honda,Civic,13,210000,86,290000
honda,Civic,13,280000,76,240000
honda,Civic,13,240000,86,290000
honda,Civic,14,200000,76,245000
honda,Civic,15,200000,86,295000
honda,Civic,16,165000,101,350000
honda,Civic,17,270000,76,240000
honda,Civic,17,180000,101,350000
honda,Civic,18,265000,76,245000
honda,Civic,18,190000,101,350000
honda,Civic,20,190000,60,170000
honda,Civic,20,390000,76,140000
honda,Civic,21,420000,100,190000
honda,Civic,21,150000,60,170000
honda,Civic,21,320000,100,190000
honda,Civic,22,240000,76,170000
honda,Civic,22,400000,76,145000
honda,Civic,23,210000,60,170000
honda,Civic,23,280000,76,170000
honda,Civic,24,350000,100,190000
honda,Civic,3,32000,58,440000
honda,Civic,3,18000,76,590000
honda,Civic,3,18500,86,650000
honda,Civic,4,19500,86,650000
honda,Civic,4,24000,76,590000
honda,Civic,5,27000,58,440000
honda,Civic,5,12000,76,590000
honda,Civic,6,13000,86,650000
honda,Civic,7,21000,58,440000
honda,Civic,7,120000,86,430000
honda,Civic,8,155000,86,390000
honda,Civic,10,160000,76,275000
honda,Civic,10,118000,86,385000
honda,Civic,11,165000,86,370000
honda,Civic,11,155000,76,275000
honda,Civic,13,200000,86,305000
honda,Civic,13,270000,76,255000
honda,Civic,13,230000,86,305000
honda,Civic,14,190000,76,255000
honda,Civic,15,190000,86,305000
honda,Civic,16,155000,101,365000
honda,Civic,17,260000,76,255000
honda,Civic,17,175000,101,365000
honda,Civic,18,255000,76,255000
honda,Civic,18,185000,101,365000
honda,Civic,20,175000,60,180000
honda,Civic,20,370000,76,155000
honda,Civic,21,410000,100,200000
honda,Civic,21,140000,60,180000
honda,Civic,21,310000,100,200000
honda,Civic,22,225000,76,183000
honda,Civic,22,380000,76,155000
honda,Civic,23,200000,60,180000
honda,Civic,23,260000,76,183000
honda,Civic,24,330000,100,200000
hyundai,Accent,9,175000,90,660000
hyundai,Accent,11,200000,90,590000
hyundai,Accent,12,192500,90,590000
hyundai,Accent,13,160000,90,590000
hyundai,Accent,13,212000,90,590000
hyundai,Accent,8,160000,90,680000
hyundai,Accent,10,180000,90,610000
hyundai,Accent,11,185000,90,600000
hyundai,Accent,12,180000,90,600000
hyundai,Accent,14,170000,90,580000
hyundai,Accent,8,180000,90,660000
hyundai,Accent,10,210000,90,580000
hyundai,Accent,11,215000,90,560000
hyundai,Accent,12,205000,90,570000
hyundai,Accent,14,230000,90,560000
hyundai,Accent,8,170000,90,670000
hyundai,Accent,10,190000,90,600000
hyundai,Accent,11,195000,90,580000
hyundai,Accent,12,190000,90,580000
hyundai,Accent,14,180000,90,570000
hyundai,Accent,8,150000,90,690000
hyundai,Accent,10,175000,90,615000
hyundai,Accent,11,180000,90,605000
hyundai,Accent,12,175000,90,605000
hyundai,Accent,14,150000,90,600000
hyundai,Accent,8,190000,90,650000
hyundai,Accent,10,220000,90,570000
hyundai,Accent,11,225000,90,550000
hyundai,Accent,12,215000,90,560000
hyundai,Accent,14,240000,90,550000
hyundai,Accent,8,165000,90,675000
hyundai,Accent,10,185000,90,605000
hyundai,Accent,11,190000,90,585000
hyundai,Accent,12,185000,90,585000
hyundai,Accent,14,175000,90,575000
hyundai,Accent,8,155000,90,685000
hyundai,Accent,10,178000,90,612000
hyundai,Accent,11,182000,90,602000
hyundai,Accent,12,178000,90,602000
hyundai,Accent,14,153000,90,597000
hyundai,Accent,8,185000,90,655000
hyundai,Accent,10,215000,90,575000
hyundai,Accent,11,220000,90,555000
hyundai,Accent,12,210000,90,565000
hyundai,Accent,14,235000,90,555000
hyundai,Accent,8,172000,90,670000
hyundai,Accent,10,192000,90,600000
hyundai,Accent,11,197000,90,580000
hyundai,Accent,12,192000,90,580000
hyundai,Accent,14,182000,90,570000
hyundai,i20,1,15000,115,1120000
hyundai,i20,1,12000,100,1100000
hyundai,i20,1,10500,115,1120000
hyundai,i20,1,13200,100,1100000
hyundai,i20,2,26000,115,1080000
hyundai,i20,3,45000,100,1010000
hyundai,i20,4,65000,100,960000
hyundai,i20,4,31500,100,1010000
hyundai,i20,5,75000,100,930000
hyundai,i20,5,48750,100,960000
hyundai,i20,5,35200,115,1080000
hyundai,i20,6,52500,100,930000
hyundai,i20,6,77000,115,1080000
hyundai,i20,1,14000,115,1110000
hyundai,i20,1,11000,100,1110000
hyundai,i20,1,11500,115,1115000
hyundai,i20,1,12000,100,1105000
hyundai,i20,2,28000,115,1070000
hyundai,i20,3,48000,100,1000000
hyundai,i20,4,68000,100,950000
hyundai,i20,4,34000,100,1000000
hyundai,i20,5,78000,100,920000
hyundai,i20,5,50000,100,950000
hyundai,i20,5,38000,115,1070000
hyundai,i20,6,55000,100,920000
hyundai,i20,6,80000,115,1070000
hyundai,i20,1,16000,115,1100000
hyundai,i20,1,13000,100,1090000
hyundai,i20,1,9500,115,1130000
hyundai,i20,1,14000,100,1095000
hyundai,i20,2,25000,115,1090000
hyundai,i20,3,42000,100,1020000
hyundai,i20,4,62000,100,970000
hyundai,i20,4,28000,100,1020000
hyundai,i20,5,72000,100,940000
hyundai,i20,5,45000,100,970000
hyundai,i20,5,32000,115,1090000
hyundai,i20,6,50000,100,940000
hyundai,i20,6,75000,115,1090000
hyundai,i20,1,15500,115,1105000
hyundai,i20,1,12500,100,1095000
hyundai,i20,1,10800,115,1125000
hyundai,i20,1,13500,100,1100000
hyundai,i20,2,27000,115,1075000
hyundai,i20,3,46000,100,1005000
hyundai,i20,4,66000,100,955000
hyundai,i20,4,32000,100,1005000
hyundai,i20,5,76000,100,925000
hyundai,i20,5,49000,100,955000
hyundai,i20,5,36000,115,1075000
hyundai,i20,6,53000,100,925000
hyundai,i20,6,78000,115,1075000
hyundai,i20,1,14500,115,1115000
hyundai,i20,1,11800,100,1102000
hyundai,i20,1,11200,115,1118000
hyundai,i20,1,12800,100,1103000
hyundai,i20,2,26500,115,1078000
hyundai,i20,3,45500,100,1008000
hyundai,i20,4,65500,100,958000
hyundai,i20,4,31800,100,1008000
hyundai,i20,5,75500,100,928000
hyundai,i20,5,48800,100,958000
hyundai,i20,5,35500,115,1078000
hyundai,i20,6,52800,100,928000
hyundai,i20,6,77500,115,1078000
hyundai,i30,5,100000,115,880000
hyundai,i30,6,90000,115,910000
hyundai,i30,7,130000,100,850000
hyundai,i30,7,72000,115,910000
hyundai,i30,8,150000,115,780000
hyundai,i30,8,144000,100,828000
hyundai,i30,8,120000,115,880000
hyundai,i30,9,5000,115,910000
hyundai,i30,9,105000,100,850000
hyundai,i30,9,255000,115,780000
hyundai,i30,5,110000,115,860000
hyundai,i30,6,100000,115,890000
hyundai,i30,7,140000,100,830000
hyundai,i30,7,80000,115,890000
hyundai,i30,8,160000,115,760000
hyundai,i30,8,150000,100,810000
hyundai,i30,8,130000,115,860000
hyundai,i30,9,15000,115,890000
hyundai,i30,9,115000,100,830000
hyundai,i30,9,260000,115,760000
hyundai,i30,5,95000,115,890000
hyundai,i30,6,85000,115,920000
hyundai,i30,7,125000,100,860000
hyundai,i30,7,70000,115,920000
hyundai,i30,8,145000,115,790000
hyundai,i30,8,140000,100,838000
hyundai,i30,8,115000,115,890000
hyundai,i30,9,10000,115,900000
hyundai,i30,9,100000,100,860000
hyundai,i30,9,250000,115,790000
hyundai,i30,5,105000,115,870000
hyundai,i30,6,95000,115,900000
hyundai,i30,7,135000,100,840000
hyundai,i30,7,75000,115,900000
hyundai,i30,8,155000,115,770000
hyundai,i30,8,148000,100,818000
hyundai,i30,8,125000,115,870000
hyundai,i30,9,20000,115,880000
hyundai,i30,9,110000,100,840000
hyundai,i30,9,258000,115,770000
hyundai,i30,5,102000,115,878000
hyundai,i30,6,92000,115,908000
hyundai,i30,7,132000,100,848000
hyundai,i30,7,73000,115,908000
hyundai,i30,8,152000,115,778000
hyundai,i30,8,145000,100,826000
hyundai,i30,8,122000,115,878000
hyundai,i30,9,10000,115,898000
hyundai,i30,9,106000,100,848000
hyundai,i30,9,256000,115,778000
isuzu,D-Max,10,147300,90,381000
isuzu,D-Max,11,257775,90,381000
isuzu,D-Max,12,123732,90,381000
isuzu,D-Max,16,134200,78,304000
isuzu,D-Max,17,313400,70,150000
isuzu,D-Max,18,171776,78,304000
isuzu,D-Max,18,253854,70,150000
isuzu,D-Max,19,100650,78,304000
isuzu,D-Max,22,277900,70,154000
isuzu,D-Max,23,208425,70,154000
isuzu,D-Max,26,366670,70,154000
isuzu,D-Max,9,130000,90,390000
isuzu,D-Max,10,240000,90,370000
isuzu,D-Max,11,130000,90,375000
isuzu,D-Max,15,120000,78,310000
isuzu,D-Max,16,300000,70,160000
isuzu,D-Max,17,160000,78,310000
isuzu,D-Max,17,240000,70,160000
isuzu,D-Max,18,90000,78,310000
isuzu,D-Max,21,260000,70,165000
isuzu,D-Max,22,200000,70,160000
isuzu,D-Max,25,350000,70,160000
isuzu,D-Max,9,150000,90,370000
isuzu,D-Max,10,260000,90,360000
isuzu,D-Max,11,140000,90,365000
isuzu,D-Max,15,140000,78,300000
isuzu,D-Max,16,320000,70,140000
isuzu,D-Max,17,180000,78,300000
isuzu,D-Max,17,260000,70,140000
isuzu,D-Max,18,110000,78,300000
isuzu,D-Max,21,280000,70,140000
isuzu,D-Max,22,220000,70,145000
isuzu,D-Max,25,370000,70,145000
isuzu,D-Max,9,140000,90,380000
isuzu,D-Max,10,250000,90,375000
isuzu,D-Max,11,135000,90,370000
isuzu,D-Max,15,130000,78,305000
isuzu,D-Max,16,310000,70,150000
isuzu,D-Max,17,170000,78,305000
isuzu,D-Max,17,250000,70,150000
isuzu,D-Max,18,105000,78,305000
isuzu,D-Max,21,270000,70,155000
isuzu,D-Max,22,210000,70,150000
isuzu,D-Max,25,360000,70,150000
isuzu,D-Max,9,143000,90,377000
isuzu,D-Max,10,253000,90,367000
isuzu,D-Max,11,138000,90,372000
isuzu,D-Max,15,137000,78,307000
isuzu,D-Max,16,317000,70,147000
isuzu,D-Max,17,175000,78,307000
isuzu,D-Max,17,255000,70,147000
isuzu,D-Max,18,108000,78,307000
isuzu,D-Max,21,277000,70,152000
isuzu,D-Max,22,217000,70,152000
isuzu,D-Max,25,367000,70,152000
isuzu,D-Max,9,145000,90,375000
isuzu,D-Max,10,265000,90,355000
isuzu,D-Max,11,145000,90,360000
isuzu,D-Max,15,145000,78,295000
isuzu,D-Max,16,325000,70,135000
isuzu,D-Max,17,185000,78,295000
isuzu,D-Max,17,265000,70,135000
isuzu,D-Max,18,115000,78,295000
isuzu,D-Max,21,285000,70,135000
isuzu,D-Max,22,225000,70,140000
isuzu,D-Max,25,375000,70,140000
jaguar,F-Pace,6,71200,262,4800000
jaguar,F-Pace,7,67640,262,4800000
jaguar,F-Pace,9,121040,262,4800000
jaguar,F-Pace,5,60000,262,5000000
jaguar,F-Pace,8,100000,262,4600000
jaguar,F-Pace,10,130000,262,4500000
jaguar,F-Pace,5,75000,262,4700000
jaguar,F-Pace,8,110000,262,4550000
jaguar,F-Pace,10,140000,262,4400000
jaguar,F-Pace,5,65000,262,4900000
jaguar,F-Pace,8,95000,262,4650000
jaguar,F-Pace,10,125000,262,4550000
jaguar,F-Pace,5,70000,262,4800000
jaguar,F-Pace,8,105000,262,4600000
jaguar,F-Pace,10,135000,262,4450000
jaguar,F-Pace,5,62000,262,4950000
jaguar,F-Pace,8,115000,262,4500000
jaguar,F-Pace,10,145000,262,4350000
jaguar,F-Pace,5,78000,262,4650000
jaguar,F-Pace,8,120000,262,4400000
jaguar,F-Pace,10,150000,262,4300000
jaguar,F-Pace,5,55000,262,5100000
jaguar,F-Pace,8,90000,262,4700000
jaguar,F-Pace,10,120000,262,4600000
jaguar,F-Pace,5,72000,262,4750000
jaguar,F-Pace,8,112000,262,4580000
jaguar,F-Pace,10,132000,262,4480000
jaguar,F-Pace,5,68000,262,4850000
jaguar,F-Pace,8,108000,262,4620000
jaguar,F-Pace,10,138000,262,4420000
jaguar,F-Pace,5,74000,262,4720000
jaguar,F-Pace,8,118000,262,4520000
jaguar,F-Pace,10,148000,262,4320000
jaguar,F-Pace,5,58000,262,5050000
jaguar,F-Pace,8,98000,262,4680000
jaguar,F-Pace,10,128000,262,4520000
jaguar,F-Pace,5,76000,262,4680000
jaguar,F-Pace,8,122000,262,4380000
jaguar,F-Pace,10,152000,262,4280000
jaguar,F-Pace,5,61000,262,4980000
jaguar,F-Pace,8,102000,262,4630000
jaguar,F-Pace,10,127000,262,4530000
jaguar,F-Pace,5,67000,262,4880000
jaguar,F-Pace,8,107000,262,4630000
jaguar,F-Pace,10,137000,262,4430000
jaguar,F-Pace,5,73000,262,4730000
jaguar,XE,11,159600,176,2178000
jaguar,XE,12,279300,176,2012800
jaguar,XE,14,215460,176,2178000
jaguar,XE,10,140000,176,2200000
jaguar,XE,11,260000,176,2050000
jaguar,XE,13,200000,176,2200000
jaguar,XE,15,230000,176,2150000
jaguar,XE,10,170000,176,2150000
jaguar,XE,11,290000,176,1980000
jaguar,XE,13,220000,176,2150000
jaguar,XE,15,250000,176,2100000
jaguar,XE,10,150000,176,2180000
jaguar,XE,11,270000,176,2030000
jaguar,XE,13,210000,176,2180000
jaguar,XE,15,240000,176,2130000
jaguar,XE,10,165000,176,2160000
jaguar,XE,11,285000,176,2000000
jaguar,XE,13,218000,176,2160000
jaguar,XE,15,235000,176,2180000
jaguar,XE,10,145000,176,2190000
jaguar,XE,11,265000,176,2040000
jaguar,XE,13,205000,176,2190000
jaguar,XE,15,245000,176,2110000
jaguar,XE,10,175000,176,2140000
jaguar,XE,11,295000,176,1960000
jaguar,XE,13,225000,176,2140000
jaguar,XE,15,255000,176,2080000
jaguar,XE,10,155000,176,2170000
jaguar,XE,11,275000,176,2020000
jaguar,XE,13,215000,176,2170000
jaguar,XE,15,248000,176,2100000
jaguar,XE,10,162000,176,2165000
jaguar,XE,11,282000,176,2005000
jaguar,XE,13,212000,176,2175000
jaguar,XE,15,238000,176,2150000
jaguar,XE,10,148000,176,2185000
jaguar,XE,11,268000,176,2035000
jaguar,XE,13,208000,176,2185000
jaguar,XE,15,242000,176,2120000
jaguar,XE,10,172000,176,2145000
jaguar,XE,11,292000,176,1975000
jaguar,XE,13,222000,176,2145000
jaguar,XE,15,252000,176,2090000
jaguar,XF,12,254600,176,1825000
jaguar,XF,13,180766,176,1825000
jaguar,XF,15,381900,176,1712400
jaguar,XF,11,240000,176,1900000
jaguar,XF,12,170000,176,1900000
jaguar,XF,14,360000,176,1750000
jaguar,XF,16,400000,176,1650000
jaguar,XF,11,260000,176,1800000
jaguar,XF,12,190000,176,1780000
jaguar,XF,14,390000,176,1680000
jaguar,XF,16,420000,176,1600000
jaguar,XF,11,250000,176,1850000
jaguar,XF,12,180000,176,1850000
jaguar,XF,14,370000,176,1720000
jaguar,XF,16,390000,176,1680000
jaguar,XF,11,270000,176,1750000
jaguar,XF,12,200000,176,1730000
jaguar,XF,14,410000,176,1630000
jaguar,XF,16,440000,176,1550000
jaguar,XF,11,245000,176,1880000
jaguar,XF,12,175000,176,1870000
jaguar,XF,14,365000,176,1740000
jaguar,XF,16,395000,176,1690000
jaguar,XF,11,265000,176,1780000
jaguar,XF,12,195000,176,1750000
jaguar,XF,14,400000,176,1650000
jaguar,XF,16,430000,176,1580000
jaguar,XF,11,255000,176,1820000
jaguar,XF,12,185000,176,1830000
jaguar,XF,14,375000,176,1710000
jaguar,XF,16,405000,176,1660000
jaguar,XF,11,275000,176,1720000
jaguar,XF,12,205000,176,1710000
jaguar,XF,14,415000,176,1610000
jaguar,XF,16,450000,176,1530000
jaguar,XF,11,248000,176,1875000
jaguar,XF,12,178000,176,1865000
jaguar,XF,14,368000,176,1735000
jaguar,XF,16,398000,176,1685000
jaguar,XF,11,262000,176,1785000
jaguar,XF,12,192000,176,1755000
jaguar,XF,14,403000,176,1645000
jaguar,XF,16,433000,176,1575000
jaguar,XF,11,252000,176,1825000
jaguar,XF,12,182000,176,1835000
jaguar,XF,14,372000,176,1715000
jaguar,XF,16,402000,176,1665000
kia,Ceed,4,60000,120,1100000
kia,Ceed,5,5000,120,1100000
kia,Ceed,7,81600,120,1100000
kia,Ceed,3,50000,120,1120000
kia,Ceed,4,70000,120,1080000
kia,Ceed,6,60000,120,1090000
kia,Ceed,8,90000,120,1080000
kia,Ceed,3,40000,120,1130000
kia,Ceed,4,65000,120,1090000
kia,Ceed,6,55000,120,1100000
kia,Ceed,8,85000,120,1090000
kia,Ceed,3,55000,120,1110000
kia,Ceed,4,75000,120,1070000
kia,Ceed,6,65000,120,1080000
kia,Ceed,8,95000,120,1070000
kia,Ceed,3,45000,120,1125000
kia,Ceed,4,62000,120,1095000
kia,Ceed,6,58000,120,1095000
kia,Ceed,8,82000,120,1095000
kia,Ceed,3,35000,120,1135000
kia,Ceed,4,58000,120,1105000
kia,Ceed,6,52000,120,1105000
kia,Ceed,8,78000,120,1105000
kia,Ceed,3,60000,120,1105000
kia,Ceed,4,78000,120,1065000
kia,Ceed,6,68000,120,1075000
kia,Ceed,8,98000,120,1065000
kia,Ceed,3,42000,120,1128000
kia,Ceed,4,67000,120,1088000
kia,Ceed,6,57000,120,1098000
kia,Ceed,8,87000,120,1088000
kia,Ceed,3,38000,120,1132000
kia,Ceed,4,63000,120,1092000
kia,Ceed,6,53000,120,1102000
kia,Ceed,8,83000,120,1092000
kia,Ceed,3,52000,120,1118000
kia,Ceed,4,72000,120,1078000
kia,Ceed,6,62000,120,1088000
kia,Ceed,8,92000,120,1078000
kia,Ceed,3,47000,120,1123000
kia,Ceed,4,68000,120,1083000
kia,Ceed,6,59000,120,1093000
kia,Ceed,8,88000,120,1083000
kia,Ceed,3,37000,120,1133000
kia,Ceed,4,57000,120,1103000
kia,Ceed,6,54000,120,1103000
kia,Ceed,8,77000,120,1107000
kia,Rio,1,15000,120,1250000
kia,Rio,2,30000,120,1210000
kia,Rio,3,21000,120,1210000
kia,Rio,3,25500,120,1250000
kia,Rio,5,5000,120,1210000
kia,Rio,1,16000,120,1240000
kia,Rio,2,32000,120,1200000
kia,Rio,3,23000,120,1200000
kia,Rio,4,28000,120,1240000
kia,Rio,6,10000,120,1200000
kia,Rio,1,14000,120,1260000
kia,Rio,2,28000,120,1220000
kia,Rio,3,19000,120,1220000
kia,Rio,4,23000,120,1260000
kia,Rio,6,8000,120,1220000
kia,Rio,1,17000,120,1230000
kia,Rio,2,35000,120,1190000
kia,Rio,3,26000,120,1190000
kia,Rio,4,30000,120,1230000
kia,Rio,6,12000,120,1190000
kia,Rio,1,15500,120,1245000
kia,Rio,2,31000,120,1205000
kia,Rio,3,22000,120,1205000
kia,Rio,4,27000,120,1245000
kia,Rio,6,9000,120,1215000
kia,Rio,1,14500,120,1255000
kia,Rio,2,29000,120,1215000
kia,Rio,3,20000,120,1215000
kia,Rio,4,24000,120,1255000
kia,Rio,6,7000,120,1225000
kia,Rio,1,17500,120,1225000
kia,Rio,2,36000,120,1185000
kia,Rio,3,27000,120,1185000
kia,Rio,4,31000,120,1225000
kia,Rio,6,13000,120,1185000
kia,Rio,1,13500,120,1265000
kia,Rio,2,27000,120,1225000
kia,Rio,3,18000,120,1225000
kia,Rio,4,22000,120,1265000
kia,Rio,6,6000,120,1235000
kia,Rio,1,16800,120,1235000
kia,Rio,2,33000,120,1195000
kia,Rio,3,24000,120,1195000
kia,Rio,4,29000,120,1235000
kia,Rio,6,11000,120,1195000
kia,Rio,1,15800,120,1242000
kia,Rio,2,31800,120,1202000
kia,Rio,3,22800,120,1202000
kia,Rio,4,27800,120,1242000
kia,Rio,6,9800,120,1212000
kia,Sportage,7,130000,120,900000
kia,Sportage,8,126100,120,900000
kia,Sportage,10,221000,120,900000
kia,Sportage,6,120000,120,920000
kia,Sportage,7,140000,120,880000
kia,Sportage,9,135000,120,890000
kia,Sportage,11,230000,120,880000
kia,Sportage,6,110000,120,930000
kia,Sportage,7,125000,120,910000
kia,Sportage,9,120000,120,920000
kia,Sportage,11,210000,120,910000
kia,Sportage,6,130000,120,900000
kia,Sportage,7,150000,120,870000
kia,Sportage,9,145000,120,880000
kia,Sportage,11,240000,120,870000
kia,Sportage,6,115000,120,925000
kia,Sportage,7,135000,120,890000
kia,Sportage,9,130000,120,900000
kia,Sportage,11,225000,120,885000
kia,Sportage,6,125000,120,905000
kia,Sportage,7,148000,120,875000
kia,Sportage,9,140000,120,885000
kia,Sportage,11,235000,120,875000
kia,Sportage,6,118000,120,915000
kia,Sportage,7,132000,120,895000
kia,Sportage,9,125000,120,915000
kia,Sportage,11,215000,120,905000
kia,Sportage,6,128000,120,902000
kia,Sportage,7,142000,120,878000
kia,Sportage,9,137000,120,887000
kia,Sportage,11,232000,120,878000
kia,Sportage,6,112000,120,928000
kia,Sportage,7,128000,120,908000
kia,Sportage,9,122000,120,918000
kia,Sportage,11,212000,120,908000
kia,Sportage,6,132000,120,898000
kia,Sportage,7,152000,120,868000
kia,Sportage,9,147000,120,878000
kia,Sportage,11,242000,120,868000
kia,Sportage,6,117000,120,923000
kia,Sportage,7,137000,120,888000
kia,Sportage,9,132000,120,898000
kia,Sportage,11,227000,120,883000
kia,Sportage,6,127000,120,903000
kia,Stonic,3,40000,120,1180000
kia,Stonic,4,52000,120,1180000
kia,Stonic,6,33600,120,1180000
kia,Stonic,3,45000,120,1170000
kia,Stonic,4,55000,120,1170000
kia,Stonic,6,38000,120,1170000
kia,Stonic,3,35000,120,1190000
kia,Stonic,4,48000,120,1190000
kia,Stonic,6,30000,120,1190000
kia,Stonic,3,42000,120,1175000
kia,Stonic,4,53000,120,1175000
kia,Stonic,6,35000,120,1175000
kia,Stonic,3,38000,120,1185000
kia,Stonic,4,50000,120,1185000
kia,Stonic,6,32000,120,1185000
kia,Stonic,3,48000,120,1165000
kia,Stonic,4,58000,120,1165000
kia,Stonic,6,40000,120,1165000
kia,Stonic,3,32000,120,1195000
kia,Stonic,4,45000,120,1195000
kia,Stonic,6,28000,120,1195000
kia,Stonic,3,44000,120,1172000
kia,Stonic,4,54000,120,1172000
kia,Stonic,6,36000,120,1172000
kia,Stonic,3,36000,120,1188000
kia,Stonic,4,49000,120,1188000
kia,Stonic,6,31000,120,1188000
kia,Stonic,3,50000,120,1162000
kia,Stonic,4,60000,120,1162000
kia,Stonic,6,42000,120,1162000
kia,Stonic,3,30000,120,1200000
kia,Stonic,4,42000,120,1200000
kia,Stonic,6,26000,120,1200000
kia,Stonic,3,41000,120,1178000
kia,Stonic,4,51000,120,1178000
kia,Stonic,6,34000,120,1178000
kia,Stonic,3,39000,120,1182000
kia,Stonic,4,50000,120,1182000
kia,Stonic,6,33000,120,1182000
kia,Stonic,3,46000,120,1168000
kia,Stonic,4,56000,120,1168000
kia,Stonic,6,39000,120,1168000
kia,Stonic,3,34000,120,1192000
kia,Stonic,4,47000,120,1192000
kia,Stonic,6,30000,120,1192000
kia,Stonic,3,43000,120,1173000
kia,Stonic,4,53000,120,1173000
kia,Stonic,6,35000,120,1173000
mazda,2,12,176800,64,230000
mazda,2,13,242224,64,230000
mazda,2,14,173264,64,230000
mazda,2,11,160000,64,240000
mazda,2,12,220000,64,235000
mazda,2,13,165000,64,235000
mazda,2,15,250000,64,220000
mazda,2,11,180000,64,235000
mazda,2,12,230000,64,230000
mazda,2,13,180000,64,230000
mazda,2,15,260000,64,215000
mazda,2,11,170000,64,238000
mazda,2,12,240000,64,225000
mazda,2,13,175000,64,232000
mazda,2,15,270000,64,210000
mazda,2,11,190000,64,230000
mazda,2,12,250000,64,220000
mazda,2,13,185000,64,228000
mazda,2,15,280000,64,205000
mazda,2,11,168000,64,232000
mazda,2,12,235000,64,228000
mazda,2,13,178000,64,230000
mazda,2,15,255000,64,218000
mazda,2,11,178000,64,233000
mazda,2,12,245000,64,223000
mazda,2,13,182000,64,229000
mazda,2,15,265000,64,213000
mazda,2,11,188000,64,231000
mazda,2,12,255000,64,218000
mazda,2,13,188000,64,227000
mazda,2,15,275000,64,208000
mazda,2,11,162000,64,237000
mazda,2,12,225000,64,233000
mazda,2,13,167000,64,234000
mazda,2,15,245000,64,223000
mazda,2,11,182000,64,232000
mazda,2,12,238000,64,227000
mazda,2,13,172000,64,231000
mazda,2,15,268000,64,212000
mazda,2,11,173000,64,235000
mazda,2,12,243000,64,224000
mazda,2,13,177000,64,230000
mazda,2,15,272000,64,211000
mazda,2,11,185000,64,230000
mazda,2,12,248000,64,221000
mazda,2,13,180000,64,229000
mazda,2,15,278000,64,206000
mazda,3,3,48500,68,422000
mazda,3,3,49000,101,723000
mazda,3,3,25100,84,612000
mazda,3,4,77500,72,457000
mazda,3,4,36750,68,422000
mazda,3,4,5000,84,612000
mazda,3,5,35280,101,723000
mazda,3,6,33950,68,422000
mazda,3,6,83300,72,457000
mazda,3,7,143400,68,277000
mazda,3,7,5000,101,723000
mazda,3,7,5000,84,612000
mazda,3,9,90928,68,277000
mazda,3,9,128050,72,457000
mazda,3,11,102600,68,314000
mazda,3,12,156400,84,332000
mazda,3,13,101600,84,385000
mazda,3,13,161028,68,277000
mazda,3,14,122760,68,314000
mazda,3,14,172040,84,332000
mazda,3,15,156408,84,332000
mazda,3,16,5000,84,385000
mazda,3,17,143600,101,344000
mazda,3,18,124932,101,344000
mazda,3,18,251300,101,344000
mazda,3,3,45000,68,430000
mazda,3,3,50000,101,710000
mazda,3,3,28000,84,600000
mazda,3,4,80000,72,450000
mazda,3,4,40000,68,415000
mazda,3,4,20000,84,600000
mazda,3,5,40000,101,710000
mazda,3,6,38000,68,415000
mazda,3,6,88000,72,445000
mazda,3,7,150000,68,270000
mazda,3,7,25000,101,700000
mazda,3,7,20000,84,600000
mazda,3,9,95000,68,270000
mazda,3,9,135000,72,440000
mazda,3,11,110000,68,300000
mazda,3,12,160000,84,320000
mazda,3,13,110000,84,370000
mazda,3,13,170000,68,270000
mazda,3,14,130000,68,300000
mazda,3,14,180000,84,320000
mazda,3,15,160000,84,320000
mazda,3,16,20000,84,370000
mazda,3,17,150000,101,330000
mazda,3,18,130000,101,330000
mazda,3,18,260000,101,330000
mazda,3,3,52000,68,415000
mazda,3,3,53000,101,700000
mazda,3,3,22000,84,620000
mazda,3,4,75000,72,465000
mazda,3,4,33000,68,435000
mazda,3,4,10000,84,620000
mazda,3,5,32000,101,735000
mazda,3,6,30000,68,435000
mazda,3,6,80000,72,470000
mazda,3,7,140000,68,285000
mazda,3,7,15000,101,710000
mazda,3,7,10000,84,620000
mazda,3,9,85000,68,285000
mazda,3,9,120000,72,470000
mazda,3,11,95000,68,325000
mazda,3,12,150000,84,345000
mazda,3,13,95000,84,400000
mazda,3,13,155000,68,285000
mazda,3,14,120000,68,325000
